0xcb394f35ccf4313cc691909a3e1ca22ef3142a66,499000000000000
0x3833f8dbdbd6bdcb6a883ff209b869148965b364,5000000000000000
0x3108e634741eb6d90f95a7493ab20adbfeb60ad3,1000000000000000
0xec68720f27cb8849aaf9921f653563e026c285cb,26000000000000000
0xebb62cf8e22c884b1b28c6fa88fbbc17938aa787,5000000000000000
0xc046b59484843b2af6ca105afd88a3ab60e9b7cd,505000000000000
0x2c99c91289767615d8d112ba88f48801d03e7d2c,1000000000000000
0x7df2842cd9410854b06bc02c146506c82ffb015f,990000000000000
0x3fb10e93f8560c29b588045c7991e817dd789ec8,4000000000000000
0x0914c8a46897ca4cf32332242abdde870e0c5614,100000000000000
0xd6090537d33fa752235c00b4095e789c896ce49c,11100000000000000
0x1c5e4db864861d9b6203bd86af0c0b5ffcd6115d,32333333333333
0x1b4cdb799a451bf57c5f71037becc6e83a196183,4476000000000000
0x43acc7877bbae657e8d42e14da7df506076912e0,7000000000000000
0xed6d42dd1d479e535f4c39ad7430d5079e5eff5a,200000000000000
0x71704b12385ee7e97c80ab4df8be781fea35fb6b,200000000000000
0x19d36fb3ad78d0c4e43d36119c91bb573ef84624,228000000000000
0xc88987f91400d5fc3f9de05576818b68c6033be9,1900000000000000
0x2e20c53dbe1dde7110df7ff20131135a54e276af,11310445000000000
0x5f3f428c4fb6151e8c26be254b5c50d0be072c69,13000000000000000
0xfae7c0f278b11e550091b3a16e2be83c74065d78,147000000000000
0x0930ae89122a7b7f8cdcf4e85a0a92b756337aaf,28315572820000
0x0559c739789e36a2938e0f49b90b2763145cc317,6600000000000000
0x8f1647e77cb178423fb14e4055ffab1a06325589,2670000000000000
0x577fa2553af35908072af7fc61270fd98022002b,146000000000000
0xa51826379d5ff609371cd8f2dceb2d42357b1dbe,24770569489180000
0x862effce82e7bfb9933c3d846067e5ad6836cfbb,1000000000000000
0x3e7d0c920723c718456e344c70a266e0594676c5,399000000000000
0x940b4c716b231d7aa3d43f4033d9c736fe2da3f9,1250000000000000
0x27ee02e2753c22da0ebc22115f06e1e716d6c0b1,36300000000000000
0x101728d824b40d77a6d69a77b5563d3d3fdd21b2,1000000000000000
0x4bfe05cd42412c68a21ae0d7429672ddc2d1bf9d,400000000000000
0xcd3c509a1afee8d4b92b5893ef7c4bd37203b4d7,18300000000000000
0xa2740ddcccccd8b45c3e872a568158f04f087b64,500000000000000
0x951bfca8c42a083071a3d5cafd7a626d19e3848d,1548000000000000
0x23cf4763bc6007d430b61e7c857bb9693cfc1f03,1599000000000000
0xe93abe35bce611f78edde2d4f32cc56206caff12,298000000000000
0xb27c622159340881b0051331728f5bd25c499a2f,1472000000000000
0xbf387b4dd47604d753ecba2c0d6c3d5f45b8c61e,98000000000000
0xbb2d620db1b97766bd58650ee37e7950e4a36452,430000000000000
0xdc9b077032c9ecf708a4f47123dabb2cc18bcaa2,416000000000000
0x88ad1ea01e9635ecadcff10a19c05d1b1cbe90b9,1000000000000000
0xf5b8bac53fe8b0f8d6fef4679c2fca22854c4f41,85000000000000
0x6cf0569bf06069e27fca1ff3d6cb398116f0a097,80000000000000000
0xaa30d7ddefd067820e9745a6b8f88d57040fac93,17000000000000000
0x0014af65d276040675dd2c65d2058be2b6da19ac,1260000000000000
0xba116f1c50d2e882c5e17b88668c88d263daa643,500000000000000
0x7617403bba1e2681a37a48d7d929b2a041959861,3000000000000
0xe47fceb4cc1d523e1527b01e1c59cb871e1eaf5f,200000000000000
0x64a3a16d75a9d1f6eee1ccc1e240c45780f94636,1501000000000000
0x81bb32b144d6aa686a63a56e7dbd205b2ae8b8bb,195000000000000
0x3789873bdcc2d003497a4f56a576b8785b4760f2,100000000000000
0x38294068f8958e0aa02588f7b878b38bb31b49af,45000000000000
0x6018298a8e8cf342a60586e3661294bf2aaa64cd,1000000000000000
0x002fabc95252aa7c70112dfd86c8ffc6510f2ced,200000000000000
0x93085108e2d801601fe7e37f26106c6e305bc57c,500000000000000
0xa273de9503303486422babe0c961e7bdd8835aaa,990000000000000
0xbd491c21ecd01d8167e1ceed3e799de0777bc26f,59000000000000
0x18ea39b27b1dd0e53a46a90f544a3ee6e16f94c4,125000000000000
0x387e8771047d3aa42c2cbe4b4412acd65a8cb0b4,5000000000000000
0x2d9836904430a15dae1922548c6f0af1ae9b6cd8,200000000000000
0x1a7591e414959caa5b5765c26fa791df4494db9b,60000000000000000
0xc6974fd5307490d87365c5a4cd019c434eaae39c,1200000000000000
0x022b66c7fd8ab5f1a9636c4608b4bdf3d453a050,12490000000000000
